ID,Категория,Название мастерской / имя мастера,Никнейм,Город,Регион,Что производит,Признаки собственного производства,Активность,Последняя обнаруженная активность,Основной способ связи,Основной контакт,VK,Telegram,Instagram / другая соцсеть,Сайт,Email,Дополнительные контакты,Основной источник,Дополнительный источник,Почему подходит нашей мастерской,Потенциально интересующие детали / услуги,Коммерческая релевантность 1-5,Качество лида A/B/C,Комментарий исследователя,Дата проверки
C011,Cosplay studio,ICS Art Materials (производственный коворкинг для бутафоров),ics-artmaterials,Санкт-Петербург,Санкт-Петербург,"Сам по себе — магазин материалов, НО содержит первый специализированный коворкинг для бутафоров с полным оснащением: лазерный станок с полем 60×90 см, 3D-принтер Raise3D Pro2, вышивальная машина Aurora SM-901",Оборудованный производственный коворкинг с записью и режимом работы; с 2015 г. продвигают инновационные материалы для бутафории и косплея,Активна,"2026-09 — приём в офисе по записи, пн–чт 11:00–19:00, пт 11:00–17:00",Сайт,https://ics-artmaterials.com/coworking/,,,,https://ics-artmaterials.com/,,"Телефон (опубликован как контакт): +7 (812) 907-50-18. Адрес: СПб, Ленинский пр., 139А, Газетный комплекс",https://ics-artmaterials.com/coworking/,https://ics-artmaterials.com/,"Стратегически самый ценный вход в питерское крафт-сообщество: через их коворкинг проходят практически все бутафоры города. Уже владеют Raise3D Pro2, то есть понимают печать, но одной машины на коворкинг заведомо мало — очевидный кандидат на партнёрство по переливу заказов.","Партнёрство по загрузке печати, крупноформатные и срочные заказы, доступ к сообществу мастеров",5,A,"Формально это магазин материалов, а не мейкер, — но производственный коворкинг квалифицирует запись. Ценность прежде всего как ХАБ, а не как единичный заказчик.",2026-09-15
C012,Prop maker,MASKCRAFT (Maskcraft Art),maskcraftart,Сочи,Краснодарский край,"Латексные маски ручной росписи (пример SKU — маска Кори Тейлора, Slipknot); срок изготовления от 2 недель до месяца","Собственное литьё латекса и ручная роспись, заявленные производственные сроки, карточки товаров с повторяющимися SKU",Активна,2026-09 — карточки товаров активны,Сайт-визитка VK,https://maskcraftart.orgs.biz/,,,,https://maskcraftart.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://maskcraftart.orgs.biz/product/564288,,"Одна и та же маска тиражируется как товарная позиция — значит форма используется многократно, и качество мастер-модели прямо определяет себестоимость. Печатная мастер-модель окупается с первого тиража.","Печатные мастер-модели под литьё, формы, повторяемые детали, оснастка",4,B,"Явно повторяющиеся SKU — надёжный признак мелкосерийки. Контакты, кроме страницы-визитки, не зафиксированы.",2026-09-15
C013,Prop maker,Craft Masks (маски ручной работы),club130491427,не указан,Тульская область,"Маски ручной работы для страйкбола и косплея, маски на заказ; доставка по миру","Ручное изготовление и покраска, приём индивидуальных заказов",Активна,2026-09 — страница активна,Сайт-визитка VK,https://club130491427.orgs.biz/,,,,https://club130491427.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://club130491427.orgs.biz/,,"Маски — каноничный продукт для связки 3D-печать плюс литьё, с повторяемыми SKU. Страйкбольное направление добавляет требование к прочности и повторяемости, где печать выигрывает у ручной лепки.","Печатные мастер-модели под литьё, формы, повторяемые детали, оснастка, жёсткие основы масок, крепления",4,B,Доставка по миру при ручном производстве означает заметный объём заказов.,2026-09-15
C014,Prop maker,Маски на заказ (Жуковский),club175907460,Жуковский,Московская область,"Эксклюзивные карнавальные и театральные маски ручной работы, венецианские, японские, реалистичные латексные маски для косплея","Ручное изготовление, приём заказных масок",Активна,2026-09 — страница активна,Сайт-визитка VK,https://club175907460.orgs.biz/,,,,https://club175907460.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://club175907460.orgs.biz/,,"Латексные косплей-маски требуют форм, а формы — мастер-моделей. Подмосковная локация означает удобную логистику из Москвы.","Печатные мастер-модели под литьё, формы, повторяемые детали, оснастка",4,B,"Контакты, кроме страницы-визитки, не зафиксированы.",2026-09-15
C015,Prop maker,Арт-Эш,art-esh,Москва,Москва,"Реалистичные латексные маски на голову собственного производства с ручной росписью, ростовые куклы на заказ",Прямая формулировка сайта: «производя товары из высококачественного латекса и раскрашивая их вручную»; отдельное производство ростовых кукол со срочным изготовлением,Активна,2026-09 — сайт активен,Сайт,https://www.art-esh.ru/,,,,https://www.art-esh.ru/,,Телефон (опубликован как контакт): +7 495 979-19-90,https://www.art-esh.ru/lateksnye-maski/,https://www.art-esh.ru/rostovye-kukly/,Тиражное латексное литьё масок плюс ростовые куклы: и то и другое строится на формах и жёстких каркасных деталях. Срочное изготовление кукол означает потребность в быстром получении деталей — наше преимущество по срокам.,"Печатные мастер-модели под литьё, формы, повторяемые детали, оснастка, каркасные детали ростовых кукол, глаза, крепления",4,B,"Есть и аренда, но собственное производство подтверждено прямой цитатой — квалифицируется.",2026-09-15
C016,Prop maker,FX-SHOP / Денис Райков — пластический грим и спецэффекты,denisraykov,не указан,Санкт-Петербург и Ленинградская область,"Пластический грим, спецэффекты, протезы",Авторская именная студия пластического грима с собственными работами,Активна,2026-09 — страница активна,Сайт-визитка VK,https://denisraykov.orgs.biz/,,,,https://denisraykov.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://denisraykov.orgs.biz/,,"Пластический грим — это лепка плюс формы, где печатные мастер-модели дают точность и повторяемость, недостижимые вручную. Именной мастер высокого уровня обычно сам принимает решения о технологиях, без согласований.","Печатные мастер-модели под литьё, формы, повторяемые детали, оснастка, позитивы под протезы",4,B,Типичный «private prop maker» верхнего сегмента.,2026-09-15
C017,Prop maker,"Master-Grim (грим, спецэффекты, реквизит, бутафория, косплей)",master-grim,Саратов,Саратовская область,"Изделия любой сложности по индивидуальному запросу — маски и накладки из латекса, шрамы, порезы, эффекты старения, реквизит, бутафория, косплей; также торгуют линзами и гримом",Прямо заявлено изготовление изделий любой сложности по индивидуальному запросу; работа с жидким латексом,Активна,2026-09 — сайт с каталогом активен,Сайт,https://master-grim.ru/,,,,https://master-grim.ru/,,,https://master-grim.ru/g139091-grim-spetseffekty,https://master-grim.ru/,"Латексные накладки и маски по индивидуальному запросу — регулярная потребность в формах и мастер-моделях. Закрывают Саратов, где выбор подрядчиков по печати минимален.","Печатные мастер-модели под литьё, формы, повторяемые детали, оснастка",3,B,"Смешанный профиль магазина и производства, но производство подтверждено текстом сайта.",2026-09-15
C018,Prop maker,За закрытой дверью (бутафория и электроника для квестов),closeddorgroup,не указан (по выдаче — Киров),не указан,"Реквизит, бутафория и ЭЛЕКТРОНИКА по индивидуальному заказу; декорации и реквизит для квестов, театра и кино",Заявлено изготовление игрового реквизита и электроники под заказ,Активна,2026-09 — страница активна,Сайт-визитка VK,https://closeddorgroup.orgs.biz/,,,,https://closeddorgroup.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://closeddorgroup.orgs.biz/,,"Электроника под заказ всегда тянет за собой корпуса, панели и крепления — прямая ниша FDM-печати. Квест-индустрия закупает реквизит комплектами на всю комнату, то есть тиражами.","Корпуса электроники, панели, держатели, крепления, тиражные детали реквизита",4,B,Город указан по поисковой выдаче (Киров) и требует подтверждения.,2026-09-15
C019,Private cosplay maker,CastleCraft (костюмы Человека-паука на заказ),club139068881,не указан,не указан,"Костюмы Человека-паука на заказ: сублимационная печать, ЛИНЗЫ, детали масок","Специализированное производство под один тип костюма, изготовление на заказ",Активна,2026-09 — страница активна,Сайт-визитка VK,https://club139068881.orgs.biz/,,,,https://club139068881.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://club139068881.orgs.biz/,,"Узкая специализация на одном SKU — самый явный признак мелкосерийки во всей базе. Фейсшеллы и рамки линз маски Спайдермена печатаются или термоформуются, геометрия повторяется от костюма к костюму: идеальный тираж.","Фейсшеллы, рамки и оправы линз, жёсткие детали масок, тиражирование повторяемой геометрии",4,B,Один повторяющийся продукт = предсказуемый и считаемый объём заказа.,2026-09-15
C020,Prop maker,Мастерская антуража SOCOL и О.С.С.,anturazh-socol-oss,не указан,не указан,"Антуражные костюмы для полигонных игр по тематике S.T.A.L.K.E.R., доспешные аксессуары и шлемы для костюмов",Заявлено изготовление аксессуаров и шлемов,Активна,2026-09 — страница активна,Сайт-визитка VK,https://anturazh-socol-oss.orgs.biz/,,,,https://anturazh-socol-oss.orgs.biz/,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://anturazh-socol-oss.orgs.biz/,,"Противогазы, шлемы и обвесы в стилистике S.T.A.L.K.E.R. — типовые изделия, которые делаются сериями на целую полигонную команду. Повторяющаяся номенклатура при заметных тиражах.","Детали шлемов, фильтры и корпуса противогазов, обвесы, крепления, тиражные детали",4,B,"Полигонные игры закупают экипировку на команду — объёмы выше, чем у индивидуального косплея.",2026-09-15
C021,Prop maker,Мастерская Кречет,mkrechet,не указан,не указан,"LARP-оружие и доспехи, художественная ковка, косплей по индивидуальным заказам, шитьё, ЛИТЬЁ, ре-декорирование и ремонт","Разделы галереи с собственными работами, ОТДЕЛЬНАЯ страница «3D-моделирование» в разделе LARP-оружия и доспехов, кузнечное производство",Активна,2026-09 — сайт с наполненной галереей,Сайт,https://mkrechet.ru/,,,,https://mkrechet.ru/,,,https://mkrechet.ru/galereya/kospley-cosplay/uslugi/kospley-individualnye-zakazy-po-lyuboy-idee-i-tematike,https://mkrechet.ru/galereya/rolevoe-larp-oruzhie-i-dospehi/materialy-6/3d-modelirovanie-2,"Отдельная страница про 3D-моделирование в производственном процессе означает, что цифровые модели у них уже есть — недостаёт только мощности печати. Плюс литьё, то есть спрос ещё и на мастер-модели.","Печать по готовым моделям, мастер-модели под литьё, рукояти, гарды, фурнитура",4,B,Город и контакты требуют подтверждения прямым фетчем контактной страницы.,2026-09-15
C022,Cosplay studio,Cosplay Shop! SDArt (арт-студия Stefano Dee-Art),cospshop / SDArt,Краснодар,Краснодарский край,"Оригинальные костюмы и реквизит для косплея, искусственные части тела, маски, рога, изделия из ЛАТЕКСА, театральный грим и спецэффекты; также продают расходные материалы для крафта","Портфолио готовых масок, поясов и театральных изделий; индивидуальные заказы на пластический грим, костюмы и бодипротезы; варианты покраски под заказ; названы конкретные мастера (Stef, Roman)",Активна,2026-09 — страница активна,Сайт-визитка VK,https://cospshop.orgs.biz,,,,https://cospshop.orgs.biz,,"Телефоны (опубликованы как контакты): +7 (952) 820-16-09, +7 (928) 039-37-18. VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://cospshop.orgs.biz/,https://fxmakeup.orgs.biz/,"Латексные изделия, рога и искусственные части тела — всё через формы, где печатная мастер-модель даёт и точность, и скорость. Продают материалы другим крафтерам, то есть видят весь краснодарский рынок.","Печатные мастер-модели под литьё, формы, повторяемые детали, оснастка, рога, жёсткие детали костюма",3,B,"ВОЗМОЖНЫЙ ДУБЛЬ: телефоны полностью совпадают с Dee FX — вероятно, одна команда с двумя брендами. При обзвоне проверить, чтобы не обращаться дважды.",2026-09-15
C023,Cosplay studio,Мастерская Артефактов / Косплей ремесло ARTEFACT,artefactcraft,Уфа,Республика Башкортостан,"Броня, реквизит, аксессуары; обучение крафту; совместное производство костюмов","Оборудованная мастерская; работа с EVA-foam, ПВХ-пластиком, стеклотканью, акриловой покраской; названы руководители-крафтеры (Mono Abel, San'ka); мастер-классы и дни открытых дверей",Активна,"2026-09 — регулярные открытые двери, мастер-классы, публикации готовых проектов",Сайт-визитка VK,https://artefactcraft.orgs.biz,,,,https://artefactcraft.orgs.biz,,"Телефон (опубликован как контакт): +7 (905) 353-87-98. Адрес: Уфа, ул. 50 лет СССР, 39/11. VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://artefactcraft.orgs.biz/,,"Формат коворкинга означает, что в одной точке сидит много мастеров — один контакт даёт выход на всё уфимское крафт-сообщество. 3D-печати у них явно нет: кандидат на дооснащение через аутсорс.","Печать деталей брони и реквизита, крепления, тиражирование, обучение мастеров работе с печатными деталями",3,B,"Ценность прежде всего как узел сети в регионе, где своих печатников мало.",2026-09-15
C024,Prop maker,LightBrigs (сверхлёгкая броня из титана),lightbrigs,не указан,не указан,Сверхлёгкие бригандины и броня из титана для HMB и исторического фехтования,Прямо опубликованная производственная статистика: «в 2025 году изготовлено 315 различных бригандин силами команды в три с половиной человека» — редкое прямое доказательство серийного производства,Активна,2025 — опубликованная годовая производственная статистика,Сайт-визитка VK,https://lightbrigs.orgs.biz,,,,https://lightbrigs.orgs.biz,,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://lightbrigs.orgs.biz,,"315 изделий в год командой из трёх человек — зрелая мелкосерийка с реальной потребностью в оснастке, шаблонах и фурнитуре. Титан мы не печатаем, но кондукторы, шаблоны гибки и пластиковая фурнитура закрываются полностью.","Кондукторы и шаблоны для раскроя и гибки, пластиковая фурнитура, застёжки, оснастка",3,B,"Единственные в базе, кто публикует цифры объёма выпуска — ценный ориентир по ёмкости рынка брони.",2026-09-15
C025,Prop maker,"ЛАРЕЦ — декорации, бутафория и реквизит",club173776479,Петрозаводск,Республика Карелия,"Широкий ассортимент бутафории: желатиновые капсулы с искусственной кровью, безопасные бутафорские бутылки, миниатюрные деревья, реалистичные листья из EVA, металлические вырубки любой формы; безопасный реквизит для актёров","Работа с EVA foam, металлом и деревом; подбор материала под задачу изделия; изготовление безопасного реквизита",Активна,2026-09 — страница активна,Email,dor76@mail.ru,,,,https://club173776479.orgs.biz/,dor76@mail.ru,"VK-сообщество у этой мастерской есть (страница-визитка построена на нём), но точный URL в источнике не раскрыт — не указываю, чтобы не выдумывать ссылку.",https://club173776479.orgs.biz/,,"Их продукт — мелкие изделия в тираже (капсулы, листья, вырубки), что по экономике почти идентично мелкосерийной печати. Формы для желатиновых капсул печатаются напрямую.","Формы для капсул и отливок, тиражные мелкие детали, штампы и вырубки, мастер-модели",3,B,Один из немногих с публичным email. Закрывает Карелию.,2026-09-15
